UKPMSSection,SectionDescription,Region,Site,RoadType,RoadName,Length,Ward,StartNode,EndNode,StartNodeEasting,StartNodeNorthing,EndNodeEasting,EndNodeNorthing,StartNodeLat,StartNodeLong,EndNodeLat,EndNodeLong
018/04389/080,"A167 Central Motorway - Southbound slip on from Great North Road / slip off to A1058 - from start of hatching B1318 to bullnose A1058",024,04389,Principal,"CENTRAL MOTORWAY EAST (A167M)",806,"South Jesmond",A167-0220,A167-0185,424839,565778,425328,565378,54.985903241022,-1.6117972294629,54.982283802768,-1.6041903361434
005/00776/030,"A1058 Coast Road - Westbound slip on from Benfield Road / slip off to A188 - from Benfield Road junc to A188 R/bt",014,00776,Principal,"COAST ROAD",833,"North Heaton",A1058-0355,A1058-0360,427856,566741,427058,566515,54.994398099082,-1.5645530104685,54.992411046195,-1.5770483801106
005/00776/025,"A1058 Coast Road - Eastbound slip on from A188 / slip off to Benfield Road - from A188 R/bt to Benfield Road junction",014,00776,Principal,"COAST ROAD",824,"North Heaton",A1058-0345,A1058-0350,427042,566561,427837,566769,54.992825316695,-1.5772941282793,54.994650796795,-1.564847287433
016/04424/035,"A167 North West Radial - Northbound slip on from North Terrace / slip off to Cowhil - from North Terrace junction to Cowhill junction",025,04424,Principal,"JEDBURGH ROAD (NORTH WEST RADIAL ROUTE)",1347,Wingrove,A167-0340,A189-0830,424402,565426,423206,566029,54.982761403783,-1.6186568148265,54.988237755152,-1.6372980663064
024/03794/008,"A167 Stamfordham Road - Two Ball Lonnen R/bt",026,03794,Principal,"STAMFORDHAM ROAD",57,Blakelaw,A167-0525,A167-0525,421976,566176,421976,566176,54.989614649784,-1.6565108733767,54.989614649784,-1.6565108733767
015/01335/037,"A187 Fossway - from Centre Newcastle Shopping Park / Huddleston Road junction to B+Q R/bt",003,01335,Principal,FOSSWAY,158,Byker,A187-0040,A187-0045,427622,565045,427493,564966,54.979169211497,-1.5683743736432,54.97846637436,-1.570397664236
003/02922/020,"A193 Shields Road - from Centre Newcastle Shopping Park / Huddleston Road junction to A193 / A188 R/bt",018,02922,Principal,"SHIELDS ROAD",202,"South Heaton",A193-0020,A193-0105,427520,565258,427335,565185,54.981089086431,-1.5699477322601,54.980443221391,-1.5728455836983
018/01772/005,"A193 Huddleston Road - from A193 Shields Road to A187 The Fossway",018,01772,Principal,"HUDDLESTON ROAD",254,"South Heaton",A193-0020,A187-0040,427520,565258,427622,565045,54.981089086431,-1.5699477322601,54.979169211497,-1.5683743736432
024/03794/016,"A167 Stamfordham Road - Eastbound - from A191 Silver Lonnen / Springfield Road R/bt to Bullnose Druridge Drive / Acomb Gardens",026,03794,Principal,"STAMFORDHAM ROAD",143,Blakelaw,A167-0550,A167-0555,421279,566200,421417,566164,54.989860609881,-1.6674031266503,54.989531159147,-1.6652488805832
024/03794/014,"A167 Stamfordham Road - Westbound - from Bullnose Druridge Drive / Acomb Gardens to A191 Silver Lonnen / Springfield Road R/bt",026,03794,Principal,"STAMFORDHAM ROAD",143,Blakelaw,A167-0540,A167-0545,421415,566157,421276,566190,54.989468335587,-1.6652806638173,54.989770867233,-1.6674507596625
005/00304/010,"A188 Benton Road - Southbound - from Dovedale Gardens / Buckthorne Grove R/bt to A188 / Cornel Road R/bt",005,00304,Principal,"BENTON ROAD",171,Dene,A188-0040,A188-0045,426947,567316,426913,567149,54.999615638083,-1.5787079921196,54.998116651981,-1.5792552404538
005/00304/017,"A188 Benton Road - Northbound - from A188 / Cornel Road R/bt to Dovedale Gardens / Buckthorne Grove R/bt",005,00304,Principal,"BENTON ROAD",171,Dene,A188-0050,A188-0055,426905,567150,426940,567317,54.998126071373,-1.5793802107988,54.999625003926,-1.5788173333609
005/00304/009,"A188 Benton Road - Dovedale Gardens / Buckthorne Grove R/bt",005,00304,Principal,"BENTON ROAD",38,Dene,A188-0035,A188-0035,426946,567326,426946,567326,54.999705561978,-1.5787226841254,54.999705561978,-1.5787226841254
004/04392/010,"C101 Dinnington Road - West/East Acres to Boundary (junction end of road)",026,04392,"C Road","DINNINGTON ROAD",2245,Castle,C101-0305,C101-0310,420899,573550,419831,575422,55.055931437843,-1.6728049740324,55.072798868308,-1.6893950658076
004/02605/005,"C154 Prestwick  Road - Boundary to Main Road Dinnington",004,02605,"C Road","PRESTWICK ROAD",1447,Castle,C154-0005,C154-0010,419496,572992,420844,573325,55.05097372689,-1.6948081436045,55.053911675406,-1.6736824841864
004/00772/005,"C226 Coach Lane - Dinnington Road to Boundary (east kerbline Windt Street)",004,00772,"C Road","COACH LANE",1876,Castle,C226-0005,C226-0010,421329,571894,423197,571958,55.041030698744,-1.6661968163805,55.041522197354,-1.6369576634759
026/00514/005,"C107 Brunton Road - Brunton Lane to Ponteland Road",026,00514,"C Road","BRUNTON ROAD",969,Woolsington,C107-0005,C107-0010,421416,569603,420773,568929,55.020437695328,-1.665007058453,55.014407692227,-1.6751137776851
026/02338/005,"C107 Newbiggin Lane - A696 R/bt West to Stamfordham Road",026,02338,"C Road","NEWBIGGIN LANE",1520,Woolsington,C107-0125,C107-0130,420276,568577,419618,567339,55.011264748505,-1.6829116006948,55.000165118248,-1.6932865396963
017/03209/005,"C108 Walbottle Road - Hexham Road to Lemington Road",012,03209,"C Road","WALBOTTLE ROAD",1508,Newburn,C108-0105,C108-0110,417227,566497,417130,565162,54.992686444642,-1.7307183077874,54.980691958199,-1.7323143822079
017/03015/005,"C303 Station Road - A6085 Newburn Road east to A6085 High Street",013,03015,"C Road","STATION ROAD",412,Newburn,A6085-0205,C303-0105,416564,565378,416770,565271,54.98265232488,-1.741146511544,54.981683806983,-1.737933552755
006/01707/005,"C110 Hillhead Road - Stamfordham Road to A69 R/bt",006,01707,"C Road","HILLHEAD ROAD",1684,Denton,C110-0005,C110-0010,419107,567635,418536,566057,55.002845174173,-1.7012557722768,54.988685105152,-1.7102856041023
014/03181/005,"C110 Union Hall Road - A69 R/bt to Tyne View",012,03181,"C Road","UNION HALL ROAD",1274,Lemington,C110-0105,C110-0110,418522,565959,418472,564704,54.987804888097,-1.7105107570531,54.976527895127,-1.711373142613
014/02421/105,"C110 Northumberland Road - Scotswood Road (A6085) R/bt to Algernon Road",012,02421,"C Road","NORTHUMBERLAND ROAD",109,Lemington,C110-0205,C110-0305,418287,564650,418348,564737,54.976049413931,-1.7142671917625,54.976829052634,-1.7133085151218
014/03171/005,"C110 Tyne View - Algernon Road  to Sugley Drive",012,03171,"C Road","TYNE VIEW",337,Lemington,C110-0305,C110-0405,418348,564737,418665,564629,54.976829052634,-1.7133085151218,54.975846666956,-1.7083624262392
014/03793/105,"C110 Scotswood Road - Sugley Drive to Scotswood Road (A6085) Junction",012,03793,"C Road","SCOTSWOOD ROAD",202,Lemington,C110-0405,C110-0505,418665,564629,418759,564480,54.975846666956,-1.7083624262392,54.974504053125,-1.7069034655549
006/03299/005,"C111 West Denton Way - Hillhead Road to Bullnose (by Rosedale Court)",006,03299,"C Road","WEST DENTON WAY",370,Denton,C111-0005,C111-0010,418718,566694,419070,566583,54.994403089774,-1.7073993724456,54.993392163663,-1.7019043690328
006/03299/010,"C111 West Denton Way - Eastbound Bullnose to Bullnose",006,03299,"C Road","WEST DENTON WAY",592,Denton,C111-0015,C111-0020,419073,566587,419621,566462,54.993427997186,-1.7018572082822,54.992283316898,-1.6932997564624
006/03299/015,"C111 West Denton Way - Westbound Bullnose to Bullnose",006,03299,"C Road","WEST DENTON WAY",598,Denton,C111-0025,C111-0030,419622,566451,419069,566579,54.992184419373,-1.6932848793968,54.993356253531,-1.7019202668917
006/03299/020,"C111 West Denton Way - Bullnose to Wickes DIY Bullnose",006,03299,"C Road","WEST DENTON WAY",668,Denton,C111-0035,C111-0040,419622,566456,420248,566626,54.992229354882,-1.6932845367116,54.993732099081,-1.6834875439259
013/01878/110,"C103 Kenton Road - Kenton Lane to Jubilee Road",011,01878,"C Road","KENTON ROAD",843,Kenton,A191-0405,C103-0105,423119,567807,423229,568563,55.004220768966,-1.6385142047303,55.011009839956,-1.6367328997233
008/03233/005,"C103 Wansbeck Road South - Jubilee Road to Metro Crossing",022,03233,"C Road","WANSBECK ROAD SOUTH",430,Fawdon,C103-0105,C103-0205,423229,568563,423421,568918,55.011009839956,-1.6367328997233,55.01419123095,-1.633701294691
008/03232/005,"C103 Wansbeck Road North Metro Crossing to Broadway West",017,03232,"C Road","WANSBECK ROAD",167,Fawdon,C103-0205,C104-0105,423421,568918,423433,569079,55.01419123095,-1.633701294691,55.015637575037,-1.6335004257847
010/00470/005,"C104 Broadway West - Wansbeck Rd R/bt (incl. R/bt) to Great North Road",017,00470,"C Road","BROADWAY WEST",864,Parklands,C104-0105,C104-0110,423433,569079,424267,569285,55.015637575037,-1.6335004257847,55.017448916226,-1.6204392268572
010/00470/010,"C104 Broadway West - Link Road (slip from B1318)",017,00470,"C Road","BROADWAY WEST",32,Parklands,C104-0115,C104-0120,424274,569259,424246,569275,55.017214912823,-1.6203319502192,55.017360070187,-1.6207685285783
025/01282/005,"C112 Fenham Hall Drive - Ponteland Road to Two Ball Lonnen",010,01282,"C Road","FENHAM HALL DRIVE",1481,Fenham,A189-0805,C112-0005,423065,565621,421623,565667,54.98457758427,-1.6395346577301,54.985055677703,-1.6620666550098
025/02326/005,"C112 Netherby Drive - Two Ball Lonnen to Silver Lonnen",010,02326,"C Road","NETHERBY DRIVE",616,Fenham,C112-0005,C112-0010,421623,565667,421142,566048,54.985055677703,-1.6620666550098,54.988500407989,-1.6695556586415
009/02951/005,"C112 Slatyford Lane - Silver Lonnen to West Road",010,02951,"C Road","SLATYFORD LANE",1403,Fenham,C112-0105,C112-0110,421187,566093,420066,565476,54.988902914452,-1.6688490031862,54.983404300293,-1.6864130646226
001/02539/005,"C113 Pease Avenue - West Road to Pendower Way",001,02539,"C Road","PEASE AVENUE",326,"Benwell and Scotswood",C113-0005,C113-0105,421266,564937,421162,564646,54.978510468858,-1.667700084686,54.975899650289,-1.6693466353215
019/01288/005,"C113 Ferguson's Lane - Gretna Road to Whickham View",001,01288,"C Road","FERGUSONS LANE",511,"Benwell and Scotswood",C113-0305,C113-0310,420872,564506,420368,564549,54.974653687607,-1.6738879591678,54.975060990786,-1.6817594533728
019/00464/005,"C113 Broadmead Way - Whickham View to Denton Road",001,00464,"C Road","BROADMEAD WAY",685,"Benwell and Scotswood",C113-0405,C113-0410,420353,564573,419776,564269,54.975277294549,-1.6819921130194,54.972568443286,-1.6910283454711
025/00917/005,"C117 Crossley Terrace - Brighton Grove to Dilston Road",025,00917,"C Road","CROSSLEY TERRACE",81,Wingrove,C117-0005,C117-0105,423043,564616,423121,564612,54.975546596058,-1.6399592990717,54.975507034345,-1.638740919618
016/03000/005,"C117 Stanhope Street - Dilston Road to Barrack Road",025,03000,"C Road","STANHOPE STREET",881,Wingrove,C117-0105,A189-0510,423121,564612,423990,564638,54.975507034345,-1.638740919618,54.975699615193,-1.6251611820894
023/01181/005,"C136 Elswick Row - Westgate Road to Elswick Road",008,01181,"C Road","ELSWICK ROW",268,Elswick,C136-0005,C136-0010,423495,564280,423645,564063,54.972505830634,-1.632924622866,54.970548540503,-1.6305990428308
023/03345/010,"C119 Westmorland Road - George Street to St James Boulevard",008,03345,"C Road","WESTMORLAND ROAD",233,Elswick,C119-0115,C119-0120,423987,563855,424217,563825,54.968662885362,-1.6252735763394,54.96838215034,-1.6216831225948
025/02434/005,"C114 Nuns Moor Road - Bolbec Road to Gainsbrough Grove",025,02434,"C Road","NUNS MOOR ROAD",736,Wingrove,C114-0105,C114-0205,422266,565130,422979,565098,54.980201286792,-1.652059522733,54.979881322229,-1.6409206082027
025/03053/005,"C114 Studley Terrace - Gainsbrough Grove to Tamworth Road (rear west side)",025,03053,"C Road","STUDLEY TERRACE",271,Wingrove,C114-0205,C114-0305,422979,565098,423236,565016,54.979881322229,-1.6409206082027,54.979132461803,-1.6369113587872
016/03228/005,"C114 Walter Terrace - Tamworth Road (rear west side) - Monday Crescent",024,03228,"C Road","WALTER TERRACE",337,Wingrove,C114-0305,C114-0405,423236,565016,423559,564919,54.979132461803,-1.6369113587872,54.978245546744,-1.6318722109775
016/02334/005,"C114 New Mills - Monday Crescent to Barrack Road",024,02334,"C Road","NEW MILLS",309,"Westgate (Residential)",C114-0405,C114-0410,423559,564919,423849,564838,54.978245546744,-1.6318722109775,54.977503796888,-1.6273475818722
007/01450/005,"C115 Grainger Park Road - Elswick Road to Westgate Road",008,01450,"C Road","GRAINGER PARK ROAD",624,Elswick,C115-0005,C115-0010,422574,563879,422736,564482,54.968944580128,-1.6473451812307,54.974356430274,-1.6447666184691
025/03422/005,"C115 Wingrove Road - Westgate Road to Fenham Hall Drive",025,03422,"C Road","WINGROVE ROAD",1046,Wingrove,C115-0105,C115-0110,422621,564521,422594,565558,54.97471216072,-1.6465602931253,54.984032986694,-1.6469003704976
023/00254/005,"C135 Beech Grove Road - Elswick Road to Westmorland Road",008,00254,"C Road","BEECH GROVE ROAD",305,"Westgate (Residential)",C135-0005,C135-0010,423155,563848,423245,563557,54.968639325334,-1.6382714042342,54.96601989346,-1.6368890414013
007/00293/005,"C116 Bentinck Road - Elswick Road to Westgate Road",008,00293,"C Road","BENTINCK ROAD",610,Elswick,C116-0005,C116-0010,422777,563838,422934,564428,54.968566873099,-1.6441772060743,54.973862053922,-1.6416774011512
025/00452/005,"C116 Brighton Grove - Westgate Road to Barrack Road",025,00452,"C Road","BRIGHTON GROVE",1045,Wingrove,C116-0105,A189-0705,422982,564417,423392,565273,54.973760984475,-1.640928343809,54.981434837189,-1.6344527556852
016/01781/005,"C116 Hunter's Road - Barrack Road to Claremont Road",025,01781,"C Road","HUNTERS ROAD",640,Wingrove,A189-0705,C116-0205,423392,565273,423832,565695,54.981434837189,-1.6344527556852,54.985206518062,-1.6275419186654
016/02634/005,"C137 Queen Victoria Road - Claremont Road to Richardson Road",024,02634,"C Road","QUEEN VICTORIA ROAD",481,"Westgate (City Centre)",C137-0005,C137-0105,424633,565281,424509,564822,54.9814469128,-1.615059411825,54.977327973682,-1.6170363771854
016/02708/005,"C137 Richardson Road - Queen Victoria Road to Morpeth Street",024,02708,"C Road","RICHARDSON ROAD",931,"Westgate (City Centre)",C137-0105,C137-0205,424509,564822,423881,565508,54.977327973682,-1.6170363771854,54.983523592457,-1.6267917315919
016/02912/005,"C137 Sheraton Street - Morpeth Street to Hunters Road",025,02912,"C Road","SHERATON STREET",123,Wingrove,C137-0205,C137-0210,423881,565508,423794,565596,54.983523592457,-1.6267917315919,54.984318616656,-1.6281440112024
023/02524/005,"C135 Park Road - Westmorland Road to Scotswood Road",008,02524,"C Road","PARK ROAD",373,Elswick,C135-0105,A695-0060,423424,563615,423496,563257,54.966532764366,-1.6340882016618,54.963311998398,-1.6329928292859
023/01088/005,"C135 Dunn Street - Scotswood Road to Penn Street",008,01088,"C Road","DUNN STREET",61,Elswick,C135-0205,C135-0305,423716,563319,423740,563263,54.963858779361,-1.6295513854249,54.963354360174,-1.6291811447497
023/02548/005,"C135 Penn Street - Dunn Street to Water Street",008,02548,"C Road","PENN STREET",179,Elswick,C135-0305,C135-0405,423740,563263,423572,563203,54.963354360174,-1.6291811447497,54.962823107556,-1.6318101756855
023/03255/005,"C135 Water Street - Penn Street to Skinnerburn Road",008,03255,"C Road","WATER STREET",238,Elswick,C135-0405,C135-0505,423572,563203,423609,562970,54.962823107556,-1.6318101756855,54.960727364697,-1.6312514342666
023/02950/005,"C135 Skinnerburn Road - Water Street to Forth Banks",024,02950,"C Road","SKINNERBURN ROAD",1303,Elswick,C135-0505,B1600-0105,423609,562970,424712,563498,54.960727364697,-1.6312514342666,54.965419082116,-1.613978629584
023/01332/105,"C138 Forth Street - Forth Banks to Clavering Place",024,01332,"C Road","FORTH STREET",458,"Westgate (City Centre)",B1600-0005,C138-0005,424504,563637,424909,563829,54.966678553626,-1.6172157985896,54.968383993345,-1.6108726563434
023/00741/005,"C138 Clavering Place - Forth Street to Westgate Road",024,00741,"C Road","CLAVERING PLACE",59,"Westgate (City Centre)",C138-0005,C138-0010,424909,563829,424929,563885,54.968383993345,-1.6108726563434,54.968886268602,-1.6105553562246
023/00746/005,"C145 Clayton Street - Westgate Road to Newgate Street",024,00746,"C Road","CLAYTON STREET",244,"Westgate (City Centre)",A186-0510,C145-0005,424484,564034,424643,564220,54.970247401508,-1.6174943154866,54.971911157464,-1.6149943827954
012/00745/005,"C120 Clayton Road - Great North Road to Osborne Road",019,00745,"C Road","CLAYTON ROAD",493,"South Jesmond",C120-0005,C120-0010,424860,565695,425343,565775,54.985156269477,-1.6114762380251,54.985850889937,-1.6039208075032
003/00945/005,"C134 Dalton Street - Conyers Road to St. Michael's Road",003,00945,"C Road","DALTON STREET",312,Byker,C134-0005,C134-0010,426762,564585,426814,564278,54.975082125612,-1.5818554196557,54.972320315506,-1.5810716864151
018/03253/005,"C133 Warwick Street - Portland Road to Heaton Park Road",019,03253,"C Road","WARWICK STREET",781,Ouseburn,C133-0005,C133-0105,425766,564982,426482,565264,54.978702477325,-1.5973813540522,54.981199270441,-1.5861674183963
018/01633/005,"C133 Heaton Park Road - Warwick Street to Shields Road",016,01633,"C Road","HEATON PARK ROAD",571,Ouseburn,C133-0105,C133-0110,426482,565264,426703,564746,54.981199270441,-1.5861674183963,54.976532200709,-1.5827622404758
005/03676/005,"C122 Castles Farm Road - Matthew Bank to Freeman Road",005,03676,"C Road","CASTLES FARM ROAD",558,Dene,C122-0005,C122-0010,425840,567627,425319,567469,55.002469285276,-1.5959863627328,55.001076112784,-1.6041460655422
005/02364/005,"C124 Newton Road - Cragside to Stephenson Road",014,02364,"C Road","NEWTON ROAD",855,"North Heaton",C124-0205,A1058-0210,426401,567155,426737,566370,54.998197989122,-1.5872588123731,54.991125271802,-1.5820794176025
003/00059/005,"C124 Algernon Road - Denmark Street to Shields Road",018,00059,"C Road","ALGERNON ROAD",95,"South Heaton",C124-0505,C124-0510,427212,564973,427250,564888,54.978544710984,-1.5747877364926,54.97777873868,-1.5742020534638
011/02193/005,"C125 Meldon Terrace - Chillingham Road to Second Avenue",018,02193,"C Road","MELDON TERRACE",186,"South Heaton",C125-0005,C125-0105,427202,565703,427018,565680,54.985105766062,-1.5748746761211,54.984909080077,-1.5777523946854
011/02893/005,"C125 Second Avenue - Meldon Terrace to Cardigan Terrace",018,02893,"C Road","SECOND AVENUE",311,"South Heaton",C125-0105,C125-0205,427018,565680,427053,565372,54.984909080077,-1.5777523946854,54.982139184691,-1.5772345058917
018/00598/005,"C125 Cardigan Terrace - Second Avenue to Heaton Road",016,00598,"C Road","CARDIGAN TERRACE",174,"South Heaton",C125-0205,C125-0210,427053,565372,426896,565298,54.982139184691,-1.5772345058917,54.981482648108,-1.5796948664443
018/01634/005,"C125 Heaton Park View - Heaton Road to Heaton Park Road",016,01634,"C Road","HEATON PARK VIEW",426,Ouseburn,C125-0305,C133-0105,426858,565411,426482,565264,54.982500229878,-1.5802780826171,54.981199270441,-1.5861674183963
005/01213/005,"C124 Etherstone Avenue - Red Hall Drive to Benton Road",014,01213,"C Road","ETHERSTONE AVENUE",773,"North Heaton",C124-0005,C124-0010,427657,567191,426967,566843,54.998453328357,-1.5676202114447,54.995363713783,-1.5784398869575
022/00288/005,"C127 Benfield Road - Shields Road to Coast Road (Centre Overbridge)",021,00288,"C Road","BENFIELD ROAD",1208,Walkergate,C127-0005,C127-0105,428324,565669,427847,566755,54.984737668666,-1.5573434796171,54.994524420064,-1.5646923326801
005/02677/005,"C127 Red Hall Drive - Coast Road to centre Wagonway",014,02677,"C Road","RED HALL DRIVE",689,"North Heaton",C127-0105,C127-0205,427847,566755,427585,567385,54.994524420064,-1.5646923326801,55.000200794377,-1.5687270982468
022/03273/105,"C220 Welbeck Road - Bath Street to White Street/Fisher Street",020,03273,"C Road","WELBECK ROAD",241,Walker,C220-0005,C220-0105,429515,564840,429754,564864,54.977218331334,-1.5388162130309,54.977419802544,-1.5350793860792
021/03367/005,"C220 White Street - Bath Street to Welbeck Road",020,03367,"C Road","WHITE STREET",615,Walker,A186-1305,C220-0105,429516,564348,429754,564864,54.972796685367,-1.5388512569515,54.977419802544,-1.5350793860792
022/01314/005,"C220 Fisher Street - Welbeck Road to Boundary (centre old railway line)",021,01314,"C Road","FISHER STREET",637,Walkergate,C220-0105,C220-0110,429754,564864,429686,565475,54.977419802544,-1.5350793860792,54.982914887664,-1.5360785734084
022/03037/005,"C128 Stotts Road - Shields Road to Fossway",021,03037,"C Road","STOTTS ROAD",550,Walkergate,C128-0005,C128-0010,429393,565623,429019,566023,54.984262332399,-1.5406421139045,54.987879045251,-1.5464463042304
003/01095/005,"C130 Dunstanburgh Road - Allendale Road to Monkchester Road",020,01095,"C Road","DUNSTANBURGH ROAD",420,Byker,C130-0005,C130-0105,427662,564173,428076,564242,54.971330328116,-1.5678335109452,54.971927278242,-1.5613589948344
015/02254/005,"C130 Monkchester Road - Dunstanburgh Road to Bird's Nest Road",020,02254,"C Road","MONKCHESTER ROAD",342,Walker,C130-0105,C130-0205,428076,564242,428117,563903,54.971927278242,-1.5613589948344,54.968878373999,-1.5607517064816
015/00350/005,"C130 Bird's Nest Road - Monkchester Road to St. Anthony's Road",020,00350,"C Road","BIRDS NEST ROAD",302,Walker,C130-0205,C130-0305,428117,563903,428419,563921,54.968878373999,-1.5607517064816,54.969023010484,-1.5560321867333
021/03357/005,"C130 Wharrier Street - St. Anthony's Road to Titan Road (at Proctor Street)",020,03357,"C Road","WHARRIER STREET",985,Walker,C130-0305,C130-0405,428419,563921,429372,564108,54.969023010484,-1.5560321867333,54.97064832063,-1.5411255781581
021/03727/005,"C130 Titan Road - Proctor Street to Bullnose",020,03727,"C Road","TITAN ROAD",328,Walker,C130-0405,C130-0410,429372,564108,429316,564429,54.97064832063,-1.5411255781581,54.973536436459,-1.5419675983688
021/03727/010,"C130 Titan Road - Northbound Bullnose to Bullnose",020,03727,"C Road","TITAN ROAD",158,Walker,C130-0415,C130-0420,429312,564429,429230,564546,54.973536671774,-1.5420300920375,54.974592964381,-1.5432992806146
021/03727/015,"C130 Titan Road - Southbound Bullnose to Bullnose",020,03727,"C Road","TITAN ROAD",168,Walker,C130-0425,C130-0430,429233,564555,429320,564430,54.974673671123,-1.543251491165,54.973545188082,-1.5419050024088
021/03727/020,"C130 Titan Road - Bullnose to Welbeck Road",020,03727,"C Road","TITAN ROAD",279,Walker,C130-0435,C130-0440,429231,564550,429026,564705,54.974628853601,-1.543283248831,54.97603381866,-1.5464704399979
015/02805/005,"C131 St. Anthony's Road - Welbeck Road to Walker Road",020,02805,"C Road","ST ANTHONYS ROAD",1043,Walker,C131-0005,C131-0010,428309,564471,428515,563449,54.973972117314,-1.5576962596878,54.964775664683,-1.5545794412018
015/03074/005,"C129 Sutton Street - Shields Road to Fossway",021,03074,"C Road","SUTTON STREET",307,Walkergate,C129-0005,C129-0105,428236,565619,428374,565345,54.984293316298,-1.5587236550709,54.981823043095,-1.5565941823778
009/00644/005,"C114 Cedar Road - Two Ball Lonnen to Bolbec Road",010,00644,"C Road","CEDAR ROAD",860,Fenham,C114-0005,C114-0105,421429,565287,422266,565130,54.981648967714,-1.6651269375673,54.980201286792,-1.652059522733
026/03012/005,"C107 Station Road - Ponteland Road to A696 R/bt East",026,03012,"C Road","STATION ROAD",455,Woolsington,C107-0105,C107-0110,420677,569004,420412,568650,55.015085720162,-1.6766097505818,55.011915243776,-1.6807795758967
026/03012/006,"C107 Station Road - A696 R/bt East",026,03012,"C Road","STATION ROAD",79,Woolsington,C107-0110,C107-0110,420412,568650,420412,568650,55.011915243776,-1.6807795758967,55.011915243776,-1.6807795758967
026/03012/007,"C107 Station Road - A696 R/bt East to A696 R/bt West",026,03012,"C Road","STATION ROAD",105,Woolsington,C107-0115,C107-0120,420389,568639,420296,568591,55.011817329067,-1.6811400478117,55.011389752048,-1.6825978402441
026/03012/008,"C107 Station Road - A696 R/bt West",026,03012,"C Road","STATION ROAD",78,Woolsington,C107-0120,C107-0120,420296,568591,420296,568591,55.011389752048,-1.6825978402441,55.011389752048,-1.6825978402441
004/00512/005,"C101 Brunton Lane - Ponteland Road R/bt to Beaminster Way R/bt",017,00512,"C Road","BRUNTON LANE",213,Castle,C101-0005,C101-0010,421199,568231,421272,568427,55.008116761465,-1.6685030771191,55.009875109116,-1.6673469914243
004/00512/006,"C101 Brunton Lane - Beaminster Way R/bt",017,00512,"C Road","BRUNTON LANE",57,Castle,C101-0010,C101-0010,421272,568427,421272,568427,55.009875109116,-1.6673469914243,55.009875109116,-1.6673469914243
004/00512/007,"C101 Brunton Lane - Beaminster Way R/bt to Shopping Centre R/bt",017,00512,"C Road","BRUNTON LANE",331,Castle,C101-0015,C101-0020,421279,568444,421394,568752,55.010027589733,-1.6672362620876,55.012790669949,-1.6654148682669
004/00512/008,"C101 Brunton Lane - Shopping Centre R/bt",017,00512,"C Road","BRUNTON LANE",74,Castle,C101-0020,C101-0020,421394,568752,421394,568752,55.012790669949,-1.6654148682669,55.012790669949,-1.6654148682669
004/00512/009,"C101 Brunton Lane - Shopping Centre R/bt to Kingston Park Road R/bt",017,00512,"C Road","BRUNTON LANE",1029,Castle,C101-0025,C101-0030,421404,568773,421425,569782,55.012978967857,-1.6652569072007,55.022045986829,-1.664852861987
004/00512/010,"C101 Brunton Lane - Kingston Park Road R/bt",017,00512,"C Road","BRUNTON LANE",57,Woolsington,C101-0030,C101-0030,421425,569782,421425,569782,55.022045986829,-1.664852861987,55.022045986829,-1.664852861987
004/00512/011,"C101 Brunton Lane - Kingston Park Road R/bt to Dinnington Road (Brunton Lane RHS)",017,00512,"C Road","BRUNTON LANE",1057,Woolsington,C101-0035,C101-0105,421426,569800,421482,570817,55.02220771034,-1.664835869892,55.031345099152,-1.6638834129924
004/03904/005,"C104 Kingston Park Road - Brunton Lane to A1 R/bt",004,03904,"C Road","KINGSTON PARK ROAD",912,Castle,C104-0005,C104-0010,421435,569790,422307,569559,55.022117452248,-1.6646958368367,55.020003107815,-1.6510735920322
004/03904/010,"C104 Kingston Park Road - A1 R/bt",004,03904,"C Road","KINGSTON PARK ROAD",334,Castle,C104-0010,C104-0010,422307,569559,422307,569559,55.020003107815,-1.6510735920322,55.020003107815,-1.6510735920322
004/03904/015,"C104 Kingston Park Road - A1 R/bt to Wansbeck Road North",004,03904,"C Road","KINGSTON PARK ROAD",1153,Fawdon,C104-0015,C104-0105,422415,569517,423433,569079,55.019620798053,-1.649387583602,55.015637575037,-1.6335004257847
026/01210/010,"C109 Etal Lane - Berrington Drive R/bt",026,01210,"C Road","ETAL LANE",72,Woolsington,C109-0110,C109-0110,420668,567432,420668,567432,55.00095842915,-1.6768641037586,55.00095842915,-1.6768641037586
026/01210/005,"C109 Etal Lane - Trevelyan Drive to Berrington Drive R/bt",026,01210,"C Road","ETAL LANE",494,Woolsington,C109-0105,C109-0110,420203,567463,420668,567432,55.001256118181,-1.6841318790774,55.00095842915,-1.6768641037586
026/01210/015,"C109 Etal Lane - Berrington Drive R/bt to A167 Ponteland Road R/bt",026,01210,"C Road","ETAL LANE",693,Woolsington,C109-0115,C109-0120,420689,567439,421367,567500,55.001020466313,-1.6765352768811,55.001540036449,-1.6659306447413
013/01878/105,"C103 Kenton Road - Grandstand Road to Elmfield Road R/bt",011,01878,"C Road","KENTON ROAD",470,"West Gosforth",C103-0005,C103-0010,423858,566788,423701,567231,54.995028111713,-1.627044516762,54.999016866771,-1.6294620465403
013/01878/106,"C103 Kenton Road - Elmfield Road R/bt",011,01878,"C Road","KENTON ROAD",90,"West Gosforth",C103-0010,C103-0010,423701,567231,423701,567231,54.999016866771,-1.6294620465403,54.999016866771,-1.6294620465403
